id,us-gdp,GeoName,us-popu,state_abbr,Has Airport,Has Ferry Terminal,Has Train Station,total_attractions,total_reviews,five_score,four_score,three_score,two_score,one_score,tourism_quality,population_attraction_score,tourism_attraction_scores,harris_market_potential,Latitude,Longitude,Area
1051,2038808.0,Elmore,88737.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33514564236.17,0.0,22325822.51805765,32.596648048349266,-86.14914652545933,2046.3474954047408
1053,1199168.0,Escambia,36658.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12292308672.41,0.0,19611003.90897007,31.12612254650166,-87.16161986486856,3029.417725597178
1055,2900784.0,Etowah,103139.0,AL,0,0,0,1.0,734.0,441.0,192.0,69.0,20.0,12.0,6274.0,43206182753.93,186138027.6,24937899.98655211,34.0452543961927,-86.03476231323826,1694.9752632547425
1057,346793.0,Fayette,16155.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6137613812.38,0.0,22310557.482866723,33.721206144485514,-87.73886196121276,1989.6751791497725
1059,977743.0,Franklin,31996.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12379084997.3,0.0,22781391.432809047,34.44167063841153,-87.84381198455813,2039.025821743644
1061,578794.0,Geneva,26667.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9066685923.22,0.0,19890604.960347906,31.095016691678993,-85.83898489425647,1808.0506330477272
1063,194567.0,Greene,7592.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713795553.05,0.0,20954432.75517796,32.85313884232715,-87.95223091581856,2101.684354604521
1065,250191.0,Hale,14737.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5306299952.47,0.0,21122479.630578395,32.76266422405722,-87.62911768334428,2082.755395739628
1067,464381.0,Henry,17434.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152428195.91,0.0,20674791.801456228,31.514694420218984,-85.24140633670773,1758.0135203174475
1069,5805447.0,Houston,107453.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36682712679.99,0.0,20299430.285753805,31.15318797177888,-85.30252738343566,1803.5143792491633
1071,1521659.0,Jackson,52694.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22511470496.0,0.0,25391257.29977042,34.779412632493454,-85.99929507870813,3467.9996671312542
1073,47784600.0,Jefferson,669997.0,AL,1,0,1,6.0,3015.0,1458.0,1218.0,265.0,39.0,35.0,25497.0,258020950098.74,689356760.35,24618293.467751436,33.554327895518846,-86.8963978294121,3518.6700858141876
1075,332753.0,Lamar,13740.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5122566462.67,0.0,21881495.07186228,33.77920580582334,-88.09689885423661,1922.5241485979504
1077,2751783.0,Lauderdale,94862.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37469600264.9,0.0,23471722.53683735,34.90137238398196,-87.65399800670055,2258.633428465159
1079,600832.0,Lawrence,33123.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13247236885.58,0.0,23575746.462658137,34.52165201663322,-87.3110445127427,2245.8148874584876
1081,6561345.0,Lee,177655.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68784560331.42,0.0,23223059.910686888,32.60113634661622,-85.35556226992608,1899.015507238891
1083,4453940.0,Limestone,107381.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44156921512.93,0.0,24627221.58674001,34.810078314411406,-86.98137476291079,1890.81582772084
1085,388468.0,Lowndes,9926.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570079546.79,0.0,21079531.875017952,32.15475001903269,-86.65010768220085,2277.5403850498133
1087,538414.0,Macon,18906.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7161853771.69,0.0,22214411.36304388,32.38597369411668,-85.69266866145242,1900.6214666123851
1089,27845501.0,Madison,396593.0,AL,1,0,0,5.0,2310.0,953.0,925.0,309.0,90.0,33.0,18379.0,163032309674.3,549398678.84,25672894.602083694,34.763089703650216,-86.5502065168421,2518.1357897911007
1091,825205.0,Marengo,18961.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6559178717.32,0.0,20310296.941326015,32.24761341177563,-87.78951929256615,3132.519107098136
1093,931377.0,Marion,29006.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11057057538.05,0.0,22432005.28122927,34.13654969553285,-87.88713836404669,2350.1682520993777
1095,3727967.0,Marshall,98316.0,AL,0,0,0,1.0,472.0,357.0,94.0,12.0,5.0,4.0,4384.0,41140241620.89,131166076.58,24939622.023198392,34.366962337246584,-86.30663729819562,1928.797281929699
1097,21408416.0,Mobile,413017.0,AL,1,1,1,5.0,2697.0,1245.0,1172.0,206.0,28.0,46.0,22752.0,132379631796.11,600182137.68,19478873.112135265,30.685151206940123,-88.19752379023207,5313.424120563463
1099,646494.0,Monroe,19557.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6618301935.87,0.0,19822225.136441216,31.570834024745384,-87.36543751075975,3289.693435636619
1101,14229963.0,Montgomery,226953.0,AL,1,0,0,5.0,2643.0,2063.0,426.0,107.0,23.0,24.0,24536.0,82042985054.02,651481569.07,21889389.29821927,32.220257983902336,-86.20761429585305,2497.4676768102468
1103,5831582.0,Morgan,123403.0,AL,0,0,0,1.0,89.0,84.0,4.0,0.0,0.0,1.0,873.0,50564892863.28,25310771.02,24522254.686952207,34.453471903837126,-86.85292198389459,1865.8081530767736
1105,186038.0,Perry,8317.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012683236.0,0.0,21227693.79601499,32.63846565594572,-87.2944007871575,2287.7897452371058
1107,432601.0,Pickens,18615.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6787522310.31,0.0,21398705.908395138,33.280877026913785,-88.08868813093629,2833.6605461498375
1109,1524851.0,Pike,32740.0,AL,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11661376743.22,0.0,20935996.003936227,31.802708493057345,-85.94090814748941,2097.871861676549
1111,502363.0,Randolph,22199.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230537723.72,0.0,24790277.342695553,33.29378734469912,-85.45907015710692,1798.0985522774558
1113,1604555.0,Russell,58668.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22298324907.87,0.0,22408966.367089126,32.2883797057716,-85.18496262140746,1994.0985227302283
1115,2080516.0,St. Clair,92903.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38111703811.82,0.0,24337288.574896052,33.715730567392406,-86.31459538235666,2028.5936177289805
1117,12826439.0,Shelby,227428.0,AL,1,0,0,1.0,115.0,72.0,25.0,4.0,4.0,10.0,954.0,89542808338.28,26420614.37,23907906.75693196,33.26427014896337,-86.66063854334399,2529.711664060483
1119,318297.0,Sumter,11961.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173553563.38,0.0,20464737.51493607,32.591017530783255,-88.19878960894061,2922.473833115
1121,3143057.0,Talladega,80483.0,AL,0,0,0,1.0,342.0,150.0,91.0,49.0,24.0,28.0,2500.0,32424687287.18,70940652.14,23928717.313992538,33.38006160988815,-86.16590368724387,2360.03133329679
1123,1406524.0,Tallapoosa,41132.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16109431232.46,0.0,23110179.638418484,32.8624049394673,-85.79750224243035,2373.087445937182
1125,10405704.0,Tuscaloosa,235668.0,AL,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87647148482.4,0.0,22331878.501866013,33.28954985507358,-87.52502627599381,4269.4646643539545
1127,1674850.0,Walker,64629.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25433102123.51,0.0,23298538.703134675,33.80333473410353,-87.29735738303248,2530.0698086085063
1129,868478.0,Washington,15234.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5068119744.54,0.0,19466771.915009383,31.40760378747015,-88.20787680354952,3505.4216506719613
1131,351486.0,Wilcox,10331.0,AL,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575485026.22,0.0,20281294.786264613,31.9892401938266,-87.30820176186654,2877.5501046551926
1133,810262.0,Winston,23672.0,AL,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9321568231.93,0.0,23174736.06860917,34.149225104616974,-87.37368341122514,1983.9127849023912
2013,277219.0,Aleutians East,3424.0,AK,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219295474.94,0.0,4180933.986264926,55.22452101753062,-161.9472287468522,55747.60189066049
2016,657526.0,Aleutians West,5155.0,AK,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894007560.29,0.0,11022605.983042898,52.6802200890215,-92.4880742871479,51126.089413949885
2020,23030206.0,Anchorage,288702.0,AK,1,1,1,35.0,14580.0,7498.0,4538.0,1790.0,422.0,332.0,119620.0,21580571431.25,919810980.71,5598483.542175748,61.148303300241494,-149.19000806892717,6561.058306978393
2050,661157.0,Bethel,18599.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224862570.82,0.0,4292173.180509676,60.84901078323897,-160.1958335718882,151906.0691588434
2060,143548.0,Bristol Bay,841.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57733410.1,0.0,4481859.647348794,58.73325606818953,-156.9810152484726,2971.4031218057
2063,1517396.0,Chugach,6943.0,AK,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546609342.81,0.0,5160510.754879635,60.61008349663307,-146.13054152791454,51588.51130778456
2066,124092.0,Copper River,2611.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206762034.55,0.0,5170124.670971682,61.88343954057805,-143.96800596825784,83629.63126755631
2068,242486.0,Denali,1594.0,AK,1,0,1,4.0,2195.0,1972.0,110.0,45.0,29.0,39.0,20877.0,117740248.57,156861291.95,4800319.428568366,63.67151399800842,-150.01165729953533,40764.81189150835
2070,240338.0,Dillingham,4774.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322051519.26,0.0,4395870.504767892,59.7139951133289,-158.34827018870337,70644.24971341639
2090,5646088.0,Fairbanks North Star,95528.0,AK,1,0,1,22.0,10502.0,5914.0,3317.0,884.0,205.0,182.0,89804.0,7118359150.64,614487364.86,4949143.977146615,64.80776615639442,-146.56542285472725,23491.447132840123
2100,94173.0,Haines,2074.0,AK,1,1,0,2.0,1587.0,1422.0,96.0,30.0,18.0,21.0,15165.0,186550808.74,163810642.98,5889617.867632177,59.07597278391064,-135.4701794290903,9516.514079495382
2105,83737.0,Hoonah-Angoon,2339.0,AK,1,1,0,9.0,1868.0,1719.0,69.0,37.0,22.0,21.0,17955.0,213052709.24,179447151.26,5970138.817241354,58.209451532567755,-135.55938664573395,33760.60684497442
2110,2367333.0,Juneau,31965.0,AK,1,1,0,33.0,11049.0,8239.0,1871.0,574.0,174.0,191.0,100193.0,2941984242.94,904277592.24,6084239.759819679,58.44394721775063,-134.23031788406237,11384.49066143847
2122,2599157.0,Kenai Peninsula,59851.0,AK,1,1,1,57.0,16982.0,11766.0,3107.0,1262.0,428.0,419.0,148839.0,4417272893.85,1046421175.04,4850220.834969285,60.11941728510891,-151.6980545415014,84885.59755230801
2130,825532.0,Ketchikan Gateway,13810.0,AK,1,1,1,18.0,7270.0,4098.0,1886.0,836.0,252.0,198.0,60114.0,1407221560.95,527096355.29,6721645.978288521,55.488527114309186,-131.03050719913884,24467.84155132223
2150,764250.0,Kodiak Island,12864.0,AK,1,1,0,3.0,389.0,371.0,4.0,4.0,4.0,6.0,3772.0,919663237.54,25626769.38,4678192.525251127,57.66281119531317,-153.757515910656,43789.73126962709
2158,145259.0,Kusilvak,8398.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533084418.68,0.0,4129955.843624566,62.1600127110498,-163.52546478438578,63617.51102854629
2164,107055.0,Lake and Peninsula,1419.0,AK,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97916228.07,0.0,4502120.794042264,58.279073233494955,-156.54731727024586,120014.56623346858
2170,3059715.0,Matanuska-Susitna,111059.0,AK,1,0,1,19.0,7090.0,6042.0,717.0,186.0,75.0,70.0,67120.0,8354723787.24,527422089.92,4963327.255132043,62.30424443154375,-149.58147548893402,83327.77849046125
2180,429753.0,Nome,9908.0,AK,1,0,0,11.0,3515.0,2627.0,580.0,151.0,72.0,85.0,31743.0,623041271.95,176115123.83,4091484.10842189,64.83545052259818,-164.24432261636076,87674.24307308129
2185,5662665.0,North Slope,11011.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743609252.35,0.0,4405570.878501759,69.36341184609266,-153.51060548124977,279375.89625172986
2188,575193.0,Northwest Arctic,7560.0,AK,1,0,0,1.0,60.0,50.0,5.0,1.0,1.0,3.0,549.0,491190919.0,3200703.16,4230879.2951538395,67.00817244319957,-160.0069785365713,122924.1511329004
2195,175079.0,Petersburg,3373.0,AK,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323668513.29,0.0,6300654.437236959,57.114024392198154,-133.00243100985924,13684.13960474414
2198,238950.0,Prince of Wales-Hyder,5734.0,AK,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561613782.67,0.0,6445625.384690041,55.72717282915173,-133.1929994282565,40260.54899888287
2220,483863.0,Sitka,8410.0,AK,1,1,0,13.0,4789.0,3965.0,654.0,136.0,19.0,15.0,45479.0,778702223.44,406424694.3,6084535.848542874,57.1797757863048,-135.3049651194251,17338.922409881547
2230,67838.0,Skagway,1142.0,AK,0,1,1,26.0,11675.0,9489.0,1250.0,595.0,189.0,152.0,107800.0,102057535.38,934601970.66,5849144.506091444,59.56001336930318,-135.33669026326743,1527.2254214045092
2240,672216.0,Southeast Fairbanks,7005.0,AK,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546785934.1,0.0,5087720.836723333,63.87622223294162,-143.2128868229721,80575.75036612707
2275,80970.0,Wrangell,2100.0,AK,1,1,0,4.0,768.0,725.0,34.0,5.0,0.0,4.0,7546.0,207271300.14,69974261.62,6487050.155335414,56.29364062661569,-132.12920215404588,12623.242694709692
2282,38084.0,Yakutat,709.0,AK,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59259473.79,0.0,5465319.450536544,59.863193247046006,-140.3806446572332,31545.88364048807
2290,279889.0,Yukon-Koyukuk,5280.0,AK,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375499920.05,0.0,4628287.356851847,65.50874897285784,-151.38906346257258,461770.2260228065
4001,2344892.0,Apache,65385.0,AZ,0,0,0,3.0,1607.0,962.0,461.0,124.0,34.0,26.0,13898.0,14934794636.95,271921384.51,14435875.876799496,35.39552879681373,-109.48884962240597,49961.415383603126
4003,4878561.0,Cochise,125763.0,AZ,1,0,1,12.0,9809.0,5840.0,2761.0,822.0,210.0,176.0,84372.0,26916083857.84,1377415820.65,13533024.399782756,31.879627478566896,-109.75126300522564,29667.5902312569
4005,7483588.0,Coconino,142780.0,AZ,1,0,1,43.0,23393.0,9769.0,7688.0,3143.0,1184.0,1609.0,175743.0,33625978716.69,3519834126.39,15089343.490154216,35.83872485846635,-111.77052101379986,86082.1454924559
4007,1853702.0,Gila,53521.0,AZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12910567610.8,0.0,15201430.228712048,33.79970236582229,-110.81163686388476,22575.399194296748
4009,1360297.0,Graham,38882.0,AZ,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8786039555.76,0.0,14199028.997398796,32.932662704520126,-109.88745162756258,21781.048121743133
4011,1911407.0,Greenlee,9377.0,AZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092210548.43,0.0,14039178.130263217,33.21540166909241,-109.24035541175871,8509.73512734277
4012,740315.0,La Paz,16391.0,AZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412853323.27,0.0,17254431.836182415,33.72938684052095,-113.9815775210256,22742.895065935147
4013,286493701.0,Maricopa,4494693.0,AZ,1,0,1,64.0,25828.0,15147.0,6598.0,2804.0,730.0,549.0,217479.0,991332370822.71,4115140473.47,17491172.456064843,33.349039435493324,-112.49151143841011,45432.08703738827
4015,6269010.0,Mohave,216957.0,AZ,1,1,1,5.0,2311.0,1523.0,581.0,146.0,27.0,34.0,20550.0,55614541223.19,465184004.37,16567158.800142178,35.70406827090944,-113.75790309346014,64731.51406282556
4017,2817394.0,Navajo,107621.0,AZ,1,0,1,2.0,1317.0,0.0,966.0,297.0,37.0,17.0,9007.0,24774369557.65,183039425.3,14632770.444677852,35.399550336791705,-110.32141934750372,45058.01994604863
4019,47065575.0,Pima,1048895.0,AZ,1,0,1,29.0,11686.0,6004.0,4028.0,1241.0,253.0,160.0,97894.0,239835040330.7,1725612621.86,15103377.186600523,32.09739870528064,-111.78986399447216,45722.405865509994
4021,9849538.0,Pinal,448144.0,AZ,0,0,1,9.0,5407.0,3834.0,1128.0,301.0,82.0,62.0,48794.0,111697786365.51,952932016.23,15935803.007371413,32.90436597266241,-111.3447396513087,26048.3060234726
4023,2013502.0,Santa Cruz,48034.0,AZ,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10501252200.11,0.0,13782712.328969698,31.52595837273391,-110.84651268039788,6093.50526026959
4025,8087008.0,Yavapai,242193.0,AZ,1,0,1,53.0,32276.0,15545.0,10807.0,3872.0,1117.0,935.0,260563.0,61746787647.65,5138301757.11,16397291.56740854,34.5998444338723,-112.55373566897924,39035.6945278256
4027,7658882.0,Yuma,206241.0,AZ,1,0,1,2.0,1773.0,1092.0,573.0,81.0,16.0,11.0,15871.0,52364915887.72,300100676.53,16467628.74526694,32.769619918498236,-113.90561548044276,28378.542745380317
5001,1155743.0,Arkansas,16683.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5772872531.83,0.0,20492063.63513469,34.28918711732516,-91.37422202361203,3439.0553691505793
5003,724262.0,Ashley,18649.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6217554665.33,0.0,19745051.79158399,33.191204715146064,-91.76845387954562,3154.7446404430525
5005,1592306.0,Baxter,42171.0,AR,1,0,0,1.0,238.0,231.0,5.0,1.0,0.0,1.0,2355.0,14748980677.41,59059860.61,20819813.59603661,36.287167830140824,-92.33696515534088,1941.7112105102412
5007,17989743.0,Benton,294337.0,AR,1,0,0,4.0,2034.0,1201.0,647.0,119.0,42.0,25.0,17771.0,100729267167.29,437144315.12,21160775.994197104,36.33873649355351,-94.25611321211768,3005.4622590109607
5009,1400918.0,Boone,37890.0,AR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13175153014.74,0.0,20683316.67585629,36.30863910718856,-93.0915351138706,2012.874812583815
5011,341078.0,Bradley,10332.0,AR,0,0,0,1.0,235.0,206.0,24.0,3.0,0.0,2.0,2266.0,3456399865.79,51437429.44,19844639.1540274,33.466425738308565,-92.16235945784727,2198.7122857120007
5013,370506.0,Calhoun,4737.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586761456.64,0.0,19887515.95001825,33.558068784003794,-92.50302286195226,2139.435946506451
5015,907829.0,Carroll,28480.0,AR,0,0,0,15.0,5689.0,2548.0,2101.0,689.0,191.0,160.0,45586.0,9908657368.1,1243688233.55,20677131.048246145,36.341070675519845,-93.53816080557252,2148.465917071089
5017,299503.0,Chicot,10071.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3385571714.17,0.0,19845195.866880883,33.26700487814449,-91.2936751638401,2301.306671992418
5019,778894.0,Clark,21217.0,AR,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7156176818.81,0.0,20066629.66312065,34.05092604908562,-93.17635064182193,3006.455054332421
5021,375143.0,Clay,14370.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5316453872.03,0.0,21941829.805752374,36.36834604394136,-90.41737175452124,2067.6982537211206
5023,631337.0,Cleburne,25044.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8823570228.63,0.0,20846000.25088396,35.53817954202885,-92.02671580483448,1961.6836719704704
5025,126726.0,Cleveland,7490.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539084376.67,0.0,20083541.318603057,33.89837300662434,-92.1851418229836,2011.630586945572
5027,951637.0,Columbia,22510.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7508266619.42,0.0,19920322.178605422,33.21429362788639,-93.22733867386874,2629.539020723037
5029,738316.0,Conway,20911.0,AR,0,0,0,1.0,753.0,596.0,132.0,17.0,5.0,3.0,7097.0,7319601384.59,171616404.77,20714187.604373787,35.26237700803475,-92.7014640435004,1898.443085089552
5031,5322808.0,Craighead,111788.0,AR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40828562890.8,0.0,21927195.377343383,35.83080778339927,-90.63285376153702,2312.164782817871
5033,1732582.0,Crawford,60423.0,AR,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20780037349.97,0.0,20525324.250451613,35.588080451875115,-94.24285326937746,2070.4013469504134
