State,County,Latitude,Longitude
Wyoming,Fremont County,43.04052809731024,-108.63041812366454
Indiana,Ohio County,38.95009581145491,-84.96503292643821
Georgia,Columbia County,33.54412079729232,-82.26409652867542
Colorado,Sedgwick County,40.875904964130136,-102.35179119474532
Montana,Musselshell County,46.49656118510246,-108.3980881300721
Pennsylvania,Dauphin County,40.41544394902923,-76.77945751672836
South Dakota,Moody County,44.02201136304486,-96.67092202747997
West Virginia,Putnam County,38.50861677958662,-81.90899292713311
New Jersey,Sussex County,41.13930235423885,-74.69089205727809
Kansas,Decatur County,39.78475649084976,-100.4598995443003
Indiana,Perry County,38.079636038660105,-86.63802967691693
Mississippi,Union County,34.49047422887448,-89.00385691114677
Nebraska,Boyd County,42.899684745731555,-98.76646190397328
Minnesota,Mille Lacs County,45.93804567726971,-93.6300951209861
North Dakota,Walsh County,48.36945603556499,-97.72132408564117
Ohio,Morgan County,39.62037347281182,-81.85266189845373
Ohio,Portage County,41.1676888935933,-81.19740251402301
Wyoming,Uinta County,41.28749192096984,-110.54756169338135
Nevada,Humboldt County,41.406846570409314,-118.11196582746476
Texas,Jim Hogg County,27.043397136790187,-98.69730506846341
Colorado,Cheyenne County,38.827939720656815,-102.60339582390334
Oregon,Clackamas County,45.18804638994117,-122.22084485042221
Arkansas,Polk County,34.485761403256305,-94.2281750890873
Georgia,Macon County,32.35838259558236,-84.04247941241923
Indiana,Benton County,40.606258463448185,-87.31090601887698
Tennessee,Morgan County,36.13502441218978,-84.6492037412245
South Dakota,Douglas County,43.38692416114378,-98.36609835621249
Maryland,Worcester County,38.21649998364017,-75.2966708191721
Illinois,Wabash County,38.446101602975666,-87.84427488880995
Indiana,Huntington County,40.82923467436583,-85.48817714842704
Kentucky,Scott County,38.2915480199068,-84.58393282561708
Iowa,Decatur County,40.73768270997862,-93.78628140985238
Indiana,Wabash County,40.84569300142957,-85.79400567489222
Indiana,Allen County,41.09085982945325,-85.06654747222503
Indiana,Marshall County,41.324848958723926,-86.26176128904878
Nebraska,Thomas County,41.91358523598813,-100.55588635652352
North Dakota,Sioux County,46.11265390910044,-101.04030528404935
Texas,Dimmit County,28.42253599822055,-99.75672612500453
Minnesota,Fillmore County,43.67400469795436,-92.09017554040146
South Carolina,Chester County,34.69205729207653,-81.15953127092098
Minnesota,Lac Qui Parle County,44.99548738521157,-96.17347832618427
Utah,Cache County,41.7224447087908,-111.74361809026695
Wisconsin,Pierce County,44.71940150440155,-92.42250349090855
Georgia,Charlton County,30.781727201573588,-82.13768814116564
Georgia,Polk County,34.00178448544973,-85.18815338218786
Illinois,Mclean County,40.490891618559736,-88.84732427797877
Maine,Androscoggin County,44.16584842785464,-70.20644499377971
Idaho,Kootenai County,47.67435662703919,-116.70176203050924
Nevada,Clark County,36.21519630845167,-115.01356105204503
Kansas,Phillips County,39.78458311179922,-99.34702212271688
Nebraska,Holt County,42.455710837195106,-98.78384471456312
Missouri,Johnson County,38.74408548553894,-93.80636749323642
Wisconsin,La Crosse County,43.90656902485832,-91.1152179738484
Louisiana,Caldwell Parish,32.092371544804706,-92.11657357029969
Kentucky,Edmonson County,37.208840197990085,-86.23862014813024
Illinois,Bond County,38.88682893284213,-89.43554256930906
Illinois,Brown County,39.96176162875665,-90.75035562116068
Minnesota,Mcleod County,44.82355908130663,-94.27243558437964
Wisconsin,Dunn County,44.94658399039957,-91.89640359901017
Colorado,Custer County,38.10867790245601,-105.36747176903887
Missouri,Madison County,37.47809549605562,-90.34502615956976
Texas,Nolan County,32.30349025793003,-100.40605246324631
Pennsylvania,Wayne County,41.64878738984805,-75.30323684228718
New York,Saratoga County,43.107368661475505,-73.86391915696136
Texas,Brazos County,30.660798971514346,-96.30238494429564
Oklahoma,Marshall County,34.024510174728285,-96.76913438580146
Maryland,Allegany County,39.62146971865632,-78.69755905599831
West Virginia,Wetzel County,39.605263266124396,-80.63909760362081
Wisconsin,Jackson County,44.31915044033146,-90.80516773373112
Oregon,Clatsop County,46.01752615117681,-123.7169991609485
Washington,Lewis County,46.57776817522103,-122.39263834749106
New York,Allegany County,42.257391752767944,-78.02755847202597
Iowa,Cedar County,41.77232665873328,-91.13242304447513
Indiana,Orange County,38.541778885539316,-86.49506928144632
Georgia,Dekalb County,33.77158253170343,-84.2264215234336
Georgia,Pickens County,34.46431977792322,-84.46563905443224
Montana,Chouteau County,47.88058387863839,-110.43522380288375
Nebraska,Brown County,42.43002058315869,-99.92950644091613
Tennessee,Campbell County,36.40351281475129,-84.14938458040174
North Carolina,Franklin County,36.08277335269106,-78.28569657306917
Maryland,Baltimore City,39.3009792354296,-76.61064707345615
Kansas,Lyon County,38.45618713751747,-96.15263974957881
Iowa,Carroll County,42.03623328935875,-94.86055416877508
Louisiana,Tensas Parish,32.00186552843082,-91.34006656597599
Tennessee,Monroe County,35.442644887006246,-84.25280047633107
Kansas,Hamilton County,37.9991525438402,-101.79125646473649
Iowa,Pocahontas County,42.73413510799587,-94.67874661143925
Idaho,Gem County,44.06154653648172,-116.39751896468772
Arkansas,Independence County,35.741586257524695,-91.56968438753148
Arkansas,Lonoke County,34.75426753070452,-91.8887835441881
Indiana,Newton County,40.955847743645094,-87.39753659426451
Georgia,Franklin County,34.375398965661,-83.22906740808422
Florida,Hendry County,26.5534157405389,-81.16589557025586
Georgia,Taliaferro County,33.566090840766385,-82.87876446867129
Texas,Jefferson County,29.853745300820126,-94.1534361851132
Montana,Meagher County,46.59822407815072,-110.88566138497701
Colorado,La Plata County,37.28658194831169,-107.84327068471862
Texas,Bell County,31.037345197468472,-97.47874404454932
Mississippi,Kemper County,32.754557930678935,-88.64115942389206
Arkansas,Clark County,34.05092604908562,-93.17635064182191
Oregon,Klamath County,42.68640894050518,-121.65012099549229
New York,Oswego County,43.46388778304879,-76.20870141673663
Unknown,Naranjito Municipio,18.288417762163558,-66.25255089777454
Alabama,Cherokee County,34.17595596764691,-85.6037937154049
Texas,Bandera County,29.747204988592348,-99.24624410539869
Montana,Rosebud County,46.229652266202464,-106.73071223523466
New Mexico,Union County,36.48166847948506,-103.47097051336107
Michigan,Schoolcraft County,46.042479815146905,-86.17729449039842
New York,Ulster County,41.88814562680186,-74.25856951631634
New Jersey,Camden County,39.80353923771178,-74.9597543533771
Illinois,Jersey County,39.08547428880768,-90.35646428719065
Virginia,Hanover County,37.76010127795548,-77.49095487827023
Kansas,Wallace County,38.91666113976033,-101.76357400528765
Michigan,Alger County,46.94826921077685,-86.572160171659
Arkansas,Fulton County,36.38166379597959,-91.81824533530919
Texas,Hidalgo County,26.396734156392526,-98.18111521862414
North Carolina,Robeson County,34.640246125343744,-79.1038614867164
Michigan,Newaygo County,43.55416755061618,-85.80091729262861
Oregon,Morrow County,45.41900455012714,-119.58427504540498
Minnesota,Todd County,46.07062663180006,-94.89760267702374
Arkansas,Logan County,35.21491049412952,-93.71657499608102
North Carolina,Lincoln County,35.48559502095451,-81.22353262260451
Arkansas,Miller County,33.31245065394357,-93.89207844151296
Florida,Orange County,28.51444801705921,-81.32352890054533
Colorado,San Juan County,37.76404307296361,-107.67614727490974
Idaho,Franklin County,42.181091654046945,-111.8132011102933
Georgia,Carroll County,33.58279785207812,-85.07976305372985
Kansas,Riley County,39.29656815579783,-96.73518819764969
Texas,Schleicher County,30.897452608758616,-100.53854604449894
Virginia,Russell County,36.93387032333359,-82.09535836809984
North Carolina,Caldwell County,35.95303877832075,-81.54643729228874
Idaho,Madison County,43.78414025171717,-111.65918848225661
Indiana,Warrick County,38.09216895213333,-87.27205931939747
Kentucky,Adair County,37.10415343791964,-85.28064976095095
Kentucky,Gallatin County,38.75686353645905,-84.85920598033923
Kentucky,Harrison County,38.44180415228122,-84.33139479040089
Maine,Sagadahoc County,43.91172689042314,-69.83930895181628
Montana,Sweet Grass County,45.81389375425772,-109.94101389625207
Texas,Grayson County,33.62680767752168,-96.67772499815081
Pennsylvania,Greene County,39.85379981027012,-80.22287385644742
Alaska,Northwest Arctic Borough,67.00817244319957,-160.0069785365713
Kansas,Ellis County,38.91475125282596,-99.31723162334859
Alabama,Hale County,32.76266422405722,-87.62911768334428
Alabama,Perry County,32.63846565594572,-87.2944007871575
Alabama,Colbert County,34.70043379511723,-87.80498528098009
Kansas,Pratt County,37.64773533740519,-98.73959570923404
Kentucky,Bourbon County,38.2067299926786,-84.21714016393506
Tennessee,Rutherford County,35.84270652602852,-86.41673788584512
Georgia,Cook County,31.15399102851176,-83.43046506732516
Kansas,Lane County,38.48130471816583,-100.46639844878956
Oklahoma,Harper County,36.788802521923394,-99.66740110165165
Illinois,Piatt County,40.01035274506626,-88.59108665019735
Texas,Crosby County,33.61462503029046,-101.29995845116085
Unknown,Fajardo Municipio,18.36220925207591,-65.6065608131063
Alabama,Greene County,32.85313884232715,-87.95223091581856
Idaho,Clark County,44.28390563419399,-112.35129751132735
Iowa,Kossuth County,43.20413002945266,-94.20671993045791
Unknown,Yabucoa Municipio,18.055966288134588,-65.8633023193976
North Dakota,Burke County,48.79101842393389,-102.51816051953669
North Carolina,Durham County,36.03602895846822,-78.87659272347021
Iowa,Harrison County,41.68285305543888,-95.81692023296573
Nebraska,Keya Paha County,42.87882908520952,-99.71234981952543
Iowa,Webster County,42.42794324760925,-94.1817652121443
Illinois,Pope County,37.41270956355227,-88.56158197600541
Tennessee,Smith County,36.25053409653976,-85.95671456803957
Virginia,Henry County,36.682772679556386,-79.87395250329261
Virginia,Alexandria City,38.81845301681547,-77.0862039302619
Iowa,Jefferson County,41.03176206213399,-91.94887288385945
Montana,Lewis And Clark County,47.12244290809329,-112.39045501141861
Utah,Duchesne County,40.29826362881874,-110.42521855256255
Oklahoma,Alfalfa County,36.73098891178094,-98.32397818011502
Texas,Delta County,33.386292739310505,-95.6722708168063
Tennessee,Trousdale County,36.39204285655279,-86.15675276040886
Kentucky,Perry County,37.24429332858263,-83.22148160197789
South Dakota,Deuel County,44.76005795184746,-96.66797414013185
Oregon,Jackson County,42.432155888293586,-122.72851787739313
Unknown,Hormigueros Municipio,18.134180726830234,-67.11402229560063
Texas,Zavala County,28.866211422108215,-99.76059567168332
Nebraska,Banner County,41.54593898418443,-103.71046021671754
Iowa,Madison County,41.33071420608433,-94.01556195305983
Florida,Broward County,26.152131519823538,-80.4604568891851
Georgia,Toombs County,32.12172033142266,-82.33129290988452
Michigan,Sanilac County,43.44331160845623,-82.64575385714453
Texas,Rockwall County,32.89785203089147,-96.40788326564534
Michigan,Wayne County,42.284858047383814,-83.26119821840435
Minnesota,Nobles County,43.67423978975006,-95.7533864458102
Minnesota,Aitkin County,46.60819248106907,-93.415505990262
North Dakota,Ramsey County,48.26894302345365,-98.72010504680851
North Carolina,Person County,36.39009512074593,-78.97180514332344
Kansas,Trego County,38.914324914372855,-99.87273583623879
Mississippi,Washington County,33.28382476939229,-90.9473202223706
Texas,Eastland County,32.327073070715315,-98.83232225036879
Mississippi,Issaquena County,32.741387919707854,-90.98921065512044
Texas,Dewitt County,29.082081292448766,-97.35677844393635
Texas,Angelina County,31.254783081469217,-94.61186351513845
South Carolina,Saluda County,34.0060850095984,-81.72679751509851
Missouri,Maries County,38.161634891237526,-91.92488596655458
Arkansas,Arkansas County,34.28918711732516,-91.37422202361205
Missouri,Lawrence County,37.106351208009166,-93.83293656234478
Virginia,Charlottesville City,38.03749123979834,-78.48550071793616
Illinois,Bureau County,41.40414592620389,-89.52865575668838
Ohio,Scioto County,38.80390381646255,-82.99288891030164
North Carolina,Madison County,35.858035808329014,-82.7057582621181
Idaho,Jerome County,42.68990474340242,-114.26394136322062
Ohio,Vinton County,39.250984979619965,-82.48535004495623
Texas,Mclennan County,31.552380079782154,-97.20178660033405
Idaho,Custer County,44.241116379595326,-114.28171239549202
Iowa,Howard County,43.356767336019146,-92.31719890324746
Florida,Palm Beach County,26.64755596438325,-80.43651750341122
Georgia,Lincoln County,33.79365964762332,-82.45121280283492
Alabama,Butler County,31.752433942007315,-86.68028921563347
Tennessee,Sumner County,36.469051103640176,-86.46055268550536
Virginia,King And Queen County,37.71862510943582,-76.89526691782474
Arkansas,Carroll County,36.341070675519845,-93.53816080557253
Virginia,Waynesboro City,38.06741658106916,-78.90135420957752
Alaska,Sitka City And Borough,57.1797757863048,-135.3049651194251
Oregon,Multnomah County,45.546791564755196,-122.41510010362062
Tennessee,Grundy County,35.388366705829185,-85.72258238777592
Minnesota,Hubbard County,47.108632191788054,-94.91661897298344
North Dakota,Sargent County,46.10793829833968,-97.6307326898182
New York,St. Lawrence County,44.49639341675472,-75.06894277450345
Missouri,Reynolds County,37.362326557393075,-90.96908283371815
California,Sacramento County,38.44932147993439,-121.34425533065264
Ohio,Paulding County,41.11662082960589,-84.58019455878019
Indiana,Wells County,40.72918664692132,-85.22121985758766
Virginia,Floyd County,36.93160126816416,-80.36256573027934
California,Santa Barbara County,34.538251257859024,-120.03101114135812
West Virginia,Boone County,38.02288288913092,-81.71151676238361
Mississippi,Benton County,34.817286460817584,-89.18847548403636
Kentucky,Crittenden County,37.35276035801179,-88.09726301695795
Iowa,Palo Alto County,43.08206428580413,-94.678137070699
Iowa,Ringgold County,40.7352022979092,-94.24397191175164
North Carolina,Randolph County,35.71033666466704,-79.80600323128654
Maryland,Cecil County,39.56242025949651,-75.94810696444468
Indiana,Warren County,40.34690332943668,-87.35331448127155
Nebraska,Greeley County,41.56744029511534,-98.52124451850942
Nebraska,Jefferson County,40.17576085926446,-97.14271565278979
Nebraska,Saline County,40.524061084515445,-97.1409087004254
Kentucky,Knott County,37.35405240003923,-82.95413133708915
Iowa,Clinton County,41.89803580541198,-90.53197243566424
Minnesota,Jackson County,43.67417329286016,-95.15411302458119
Minnesota,Dodge County,44.02259468226975,-92.86209198432807
Minnesota,Freeborn County,43.67384418004116,-93.34881585789735
California,Calaveras County,38.204606801804864,-120.55413209675262
Massachusetts,Barnstable County,41.77344927347826,-70.23813749230841
Virginia,Middlesex County,37.62270777168738,-76.50591334308173
Pennsylvania,Jefferson County,41.12814512535502,-78.99942145581927
Indiana,Lake County,41.472210111390304,-87.37639148255448
Tennessee,Bedford County,35.51379787204555,-86.45888569603483
Tennessee,Clay County,36.551157108284954,-85.54385919432751
Illinois,Coles County,39.520296141213954,-88.22175350372883
Tennessee,Lauderdale County,35.760541870807344,-89.63050590397269
Oregon,Baker County,44.70917427416657,-117.67536345670189
New York,Schuyler County,42.39379829496839,-76.87517613122954
Michigan,Van Buren County,42.2851055802936,-86.30641489062275
Illinois,Mercer County,41.20534501925739,-90.74139388190423
Kentucky,Lawrence County,38.06787861566299,-82.73475466078216
Kentucky,Morgan County,37.922280906218674,-83.25889312824691
Kentucky,Muhlenberg County,37.21579226154224,-87.14204166001039
Illinois,Effingham County,39.05978193278674,-88.5898533467049
Tennessee,Loudon County,35.73477920931298,-84.31186766954815
South Dakota,Clark County,44.85825389405291,-97.72949628982406
Hawaii,Honolulu County,23.71864039650641,-164.73674034720787
Florida,Gilchrist County,29.725822716040405,-82.800366531283
Indiana,Tippecanoe County,40.388618734959955,-86.89409741190312
Pennsylvania,Snyder County,40.76983249552492,-77.07017142189038
Texas,Lamar County,33.66726204826665,-95.5712006991007
Florida,Miami-Dade County,25.61058082316261,-80.50544049076021
Nebraska,Dundy County,40.17623523089952,-101.68796142700633
Texas,Leon County,31.29650680882539,-95.99569065335112
Colorado,Pitkin County,39.21710574522168,-106.91657774898124
North Dakota,Grand Forks County,47.92191518587619,-97.4569239404222
Indiana,Laporte County,41.549021557186066,-86.74236621345048
Indiana,Hamilton County,40.07247911023684,-86.05202820119914
Virginia,Emporia City,36.69532994765683,-77.53561072930265
Oklahoma,Lincoln County,35.70296950242858,-96.8808913798093
Kansas,Greeley County,38.48053745281058,-101.80596843515501
Georgia,Harris County,32.7360040990801,-84.90898809177186
Georgia,Screven County,32.75058662711163,-81.61193455444676
Unknown,San Juan Municipio,18.42225906979491,-66.0683293604026
Texas,Stonewall County,33.179124387282684,-100.25330550680975
Ohio,Henry County,41.33388515854275,-84.06823041152248
New Hampshire,Grafton County,43.94066631395074,-71.8207197908958
Missouri,Newton County,36.90550884136653,-94.33924650287267
Indiana,Posey County,38.02178270919901,-87.86847539063992
Texas,Mcmullen County,28.352687960191354,-98.56784111948852
Illinois,Cumberland County,39.2733468249857,-88.24019816559064
Georgia,Walton County,33.78155707794865,-83.7338465429217
Minnesota,Pope County,45.58602527766298,-95.44449760525912
Virginia,Rappahannock County,38.684772223547526,-78.1592301973177
Virginia,Amherst County,37.60479191720817,-79.1451431275438
California,Ventura County,34.35706907242699,-119.12601434728353
Illinois,Crawford County,39.00269806660075,-87.75955114756255
Colorado,Park County,39.119338520351576,-105.71724347336645
California,Los Angeles County,34.198181903568305,-118.261056479435
Arizona,Yuma County,32.769619918498236,-113.90561548044276
Georgia,Gordon County,34.503170193432545,-84.87591392084497
Iowa,Calhoun County,42.38518485115119,-94.64041360390412
Florida,Highlands County,27.34337973471186,-81.34103790558667
Virginia,Covington City,37.778616181468,-79.9867558926246
Vermont,Orange County,44.005632446297426,-72.37680721079371
Kansas,Mcpherson County,38.39166664526077,-97.64807986967611
Arizona,Pinal County,32.90436597266241,-111.3447396513087
Ohio,Fulton County,41.60179890302097,-84.13007952696371
Colorado,Alamosa County,37.57289314018657,-105.78828819688748
Florida,Citrus County,28.852154494267516,-82.59424496121026
Unknown,Culebra Municipio,18.323366979386403,-65.3008009927311
Unknown,Dorado Municipio,18.472020964622544,-66.262030668509
Tennessee,Dekalb County,35.979860662383174,-85.832751653876
Pennsylvania,Clarion County,41.19238953796233,-79.42096345276484
South Dakota,Miner County,44.02195118388964,-97.61024517110077
South Dakota,Jerauld County,44.06634583180485,-98.62967497114079
Indiana,Decatur County,39.30699993428822,-85.50114304883756
Indiana,Dubois County,38.36427643204769,-86.87980211886277
Virginia,Essex County,37.939173192974344,-76.94108056363802
South Carolina,Williamsburg County,33.619925489482924,-79.72771202914568
New York,Essex County,44.11721752261526,-73.7727094420613
Iowa,Worth County,43.377398448588295,-93.260847549215
Oklahoma,Hughes County,35.04836294741506,-96.25018797098262
Virginia,Buchanan County,37.26661559710093,-82.03601465471641
Virginia,Alleghany County,37.78777754977991,-80.00617518745575
Mississippi,Lowndes County,33.47290926804881,-88.44331348710462
Indiana,Scott County,38.685069938329065,-85.74746809539364
Colorado,Prowers County,37.955183185827295,-102.39334897742714
Texas,Sutton County,30.498293028119146,-100.53818749525318
Unknown,Sabana Grande Municipio,18.083633437276244,-66.94331181965619
Oklahoma,Muskogee County,35.61613904509565,-95.37947378928176
Missouri,Christian County,36.96957947970934,-93.18885757663823
Unknown,Ciales Municipio,18.289018002710954,-66.51644221689551
Mississippi,Lamar County,31.20603304470118,-89.50867253497442
Indiana,Ripley County,39.10345466606206,-85.2623863732309
North Dakota,Mercer County,47.309180254646535,-101.8314892420166
Georgia,Hart County,34.350898332253955,-82.9642475980246
Louisiana,Jackson Parish,32.30204937531261,-92.55778124120557
Virginia,Northumberland County,37.8546676187239,-76.37952135609915
Texas,Fort Bend County,29.527511420177557,-95.77094962169242
Wisconsin,Green Lake County,43.80037889311096,-89.04485970419846
Montana,Pondera County,48.22793280587536,-112.22668793162698
Wisconsin,Walworth County,42.66848530631188,-88.54190637396917
Nevada,Mineral County,38.53859613862173,-118.43499564881888
Illinois,Fulton County,40.47278024418926,-90.2074913598642
New York,Suffolk County,40.94044997975937,-72.68527774341898
Indiana,Union County,39.625545840465115,-84.92514203043545
Missouri,Mcdonald County,36.62868245872462,-94.34834811249434
Nebraska,Scotts Bluff County,41.850573956671404,-103.7079515328775
New Mexico,San Miguel County,35.48058467942912,-104.81589795724732
Alabama,Lee County,32.60113634661622,-85.35556226992608
Texas,Parker County,32.77764581423159,-97.805096665782
North Dakota,Dickey County,46.11012510594009,-98.5047043560096
North Dakota,Barnes County,46.93610646687765,-98.07154012001011
Minnesota,Sibley County,44.579479285545226,-94.23213873697298
Georgia,Upson County,32.88127004237609,-84.29934351461478
California,Sonoma County,38.52538142533889,-122.92272709362724
Michigan,Chippewa County,46.32817877928388,-84.52936719631334
Idaho,Bonneville County,43.38774237909966,-111.61475270452237
Georgia,Barrow County,33.9931962128097,-83.71275518103182
Georgia,Long County,31.75258576990829,-81.74576507768047
Texas,Kinney County,29.35020757847092,-100.41794661793666
Oklahoma,Ottawa County,36.835513747662816,-94.8104296204847
Pennsylvania,Clearfield County,41.00004534818058,-78.4742341672656
Michigan,Clinton County,42.94365236615463,-84.60151655198452
Unknown,Santa Isabel Municipio,17.95300331600892,-66.38669382430724
Illinois,Montgomery County,39.23104609497512,-89.47884986690083
Mississippi,Alcorn County,34.8807714575968,-88.58026455958336
Mississippi,Lafayette County,34.35675780592778,-89.48491926712325
Louisiana,Grant Parish,31.599733457681996,-92.55948672160243
Missouri,Atchison County,40.43084757333968,-95.428093472005
Illinois,Macon County,39.86000278805,-88.96155193152988
Michigan,St. Joseph County,41.914414245783064,-85.52774467842364
Illinois,Franklin County,37.99229269146202,-88.92416550217219
Montana,Garfield County,47.27763872493149,-106.99288906476367
Nebraska,Adams County,40.52446870390296,-98.5012089542929
Minnesota,Olmsted County,44.00378338025955,-92.40178755731584
New Jersey,Union County,40.65993264199155,-74.3082241280015
Unknown,Trujillo Alto Municipio,18.33631137345334,-65.99912398340975
Alabama,Mobile County,30.685151206940123,-88.19752379023207
South Dakota,Mccook County,43.674310845528474,-97.36844318088909
Alabama,Fayette County,33.721206144485514,-87.73886196121276
Alabama,Chambers County,32.91437222977551,-85.39204294896062
North Carolina,Northampton County,36.41773124351038,-77.39682121070447
Colorado,Moffat County,40.618422220014196,-108.20729060393529
Kentucky,Green County,37.26411001518178,-85.55310609556244
Indiana,Franklin County,39.414864518504174,-85.06028488273374
North Carolina,Beaufort County,35.486983815004805,-76.8453144054592
Unknown,Jayuya Municipio,18.210645912568456,-66.58844533396964
North Dakota,Burleigh County,46.97745206211987,-100.46873773680943
North Carolina,Rowan County,35.639426342069775,-80.52475030459573
